Unnamed: 0,id,uuid,name_zh,name_en,unit,sampling_start,sampling_end,valid_time,location,class_code,description,source_description,source_original_id,source_url,classification_system,source,source_type,completeness_type,first_class,second_class,third_class,data_entry_by,location_id,synonyms,data_version,create_time,class_id
168,1819171830309720064,28f18d0a-b864-4397-815f-61c085b3123a,数码喷墨墨水（CPA 203021，UN CPC 3511）,"Digital Inkjet Inks (CPA 203021, UN CPC 3511)",kg,2024-07-19,2024-07-19,2029-07-11,,,"Description: The digital inkjet inks are generally defined as a suspension composed mainly of a liquid part (solvent mixture), a solid part (pigment or inorganic matter) and a dispersing component. In baking decoration processes, inkjet inks undergo a chemical transformation in which the solvent mixture is burned off, leaving the pigment permanently fixed on the surface to which it is applied. This process gives the ink remarkable high temperature resistance and long-term durability. The uses and applications for which digital inkjet inks are intended cover a wide range, from ceramic use (the most common) to more specific uses focused on industrial sectors such as flat and/or hollow glass decoration, textiles, tableware, automotive, construction, paper, wood, galvanized/glazed metal surfaces, and traditional and artistic ceramics. Digital inkjet inks for the ceramic industry represent one of the most important innovations in this industrial sector. They are specifically formulated for application with digital ceramic printers. Unlike traditional methods, they are printed directly on the ceramic through an inkjet printing process (dispersed through thermal or piezoelectric injectors), which allows the reproduction of high-resolution images.",The International EPD® System,,https://www.environdec.com/library/epd15447,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:42:17.581110,
169,1819171981153669120,e8c1298b-eba1-4f7b-8f04-246ad05632bf,SOPRALENE GLOBAL C3 48 GF (Soprema),SOPRALENE GLOBAL C3 48 GF(Soprema),kg,2024-07-11,2024-07-11,2029-07-11,Worldwide,,Description: The SOPRALENE GLOBAL C3 48 GF is a membrane composed of elastomer modified bitumen with fire retardant additives and a composite polyester reinforcement. It is designed for use as an upper layer within a multi-layer waterproofing system where fire retardant properties are required. The upper surface is finished with granules and the overlap is protected by a thermofusible film. The lower surface is also protected by a thermofusible film. The membrane has a reference service life of 70 years.,The International EPD® System,,https://www.environdec.com/library/epd13744,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:42:53.545221,
170,1819172120362618880,c67d2c9b-ddaf-4f57-a8fd-77e9b6090442,泰克诺尔 288100 白色（泰克诺尔 2881）,TEKNOL 288100 WHITE (TEKNOL 2881),kg,2024-06-18,2024-06-18,2029-06-18,Europe,,"Description: TEKNOL 2881-00 is a water-borne primer based on alkyd and acrylic. It is used for industrial priming of wooden facade boards and prefabricated units for wooden houses. This product protects the wood until it is top coated at the building site or in the factory, with the top coating recommended to be done as soon as possible, ideally by the next summer. It can be top coated with both dispersion and oil paints. Apply at temperatures between 15°C and 40°C, and humidity levels below 80% RH. The surface temperature must be at least 3°C above the dew point to prevent moisture condensation during the curing process. The surface to be coated must be clean, dry, and free from dust and grease.",The International EPD® System,,https://www.environdec.com/library/epd14559,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:43:26.735649,
171,1819172292542992384,5503af3f-4a22-4db7-a3e7-350d325b9cb7,sopralene optima garden 4 gf c3 fr,SOPRALENE OPTIMA GARDEN 4 GF C3 FR,kg,2024-07-11,2024-07-11,2029-07-11,Worldwide,,Description: This is a membrane composed of elastomer modified bitumen with root-repellent and fire retardant additives and a composite polyester reinforcement. It is used as an upper layer within a single or multi-layer waterproofing system for green roofs where fire retardant properties are required. It is also used as a waterproofing layer for basement tanking and underground structures and acts as a radon barrier. The upper surface is finished with granules and the overlap is protected by a thermofusible film. The lower surface is protected by a thermofusible film. The membrane has a reference service life of 70 years.,The International EPD® System,,https://www.environdec.com/library/epd13746,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:44:07.786609,
172,1819172427125624832,0f5f4f9a-c138-471d-89b1-ab2afb7996cd,阿尔法净水器（宽度 15 米 / 长度 50 米）(GTIN 5712649000048)，阿尔法净水器（宽度 30 米 / 长度 50 米）(GTIN 5712649416030)，阿尔法净水器（宽度 20 米 / 长度 25 米）(GTIN 5712649413787)，阿尔法净水器（宽度 05 米 / 长度 25 米）(GTIN 5712649413800)，阿尔法净水器（宽度 05 米 / 长度 25 米）(GTIN 5712649413794),"alpha neti dampspærre (width 15 m /length 50 m)(GTIN 5712649000048), alpha neti dampspærre (width 30 m /length 50 m)(GTIN 5712649416030), alpha neti dampspærre (width 20 m /length 25 m)(GTIN 5712649413787), alpha neti remfoil (width 05 m /length 25 m)(GTIN 5712649413800), alpha neti remfoil (width 05 m /length 25 m)(GTIN 5712649413794)",m²,2024-07-18,2024-07-18,2029-07-18,Europe,,"Description: alpha neti dampspærre consists of a grid-reinforced film and a non-woven polypropylene fabric. With airtight bonding of all membrane overlaps and connections to adjacent building components, it enables a reduction in heat loss from buildings, prevents structural damage, and supports a comfortable indoor climate in winter as well as in summer.",The International EPD® System,,https://www.environdec.com/library/epd12263,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:44:39.873190,
173,1819172582151294976,8070d50a-cb1a-42f3-9dbb-bbebb645ed7e,sopralene optima 4 af c3 fr,SOPRALENE OPTIMA 4 AF C3 FR,kg,2024-07-11,2024-07-11,2029-07-11,Worldwide,,Description: The SOPRALENE OPTIMA 4 AF C3 FR is a membrane composed of elastomer modified bitumen with fire retardant additives and a composite polyester reinforcement. It is designed for use as an upper layer within a single or multi-layer waterproofing system where fire retardant properties are required. The upper surface is finished with slates and the overlap is protected by a thermofusible film. The lower surface is also protected by a thermofusible film. The membrane has a reference service life of 70 years.,The International EPD® System,,https://www.environdec.com/library/epd13747,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:45:16.834376,
174,1819172637054734336,af855570-a3da-4917-9d4e-79bab6772cde,液基釉料 (3511),Liquidbased Glazes (3511),kg,2024-07-19,2024-07-19,2029-07-11,,,"Description: The liquid-based glazes are typically prepared as an aqueous suspension applied onto a ceramic support, such as a tile made of clay material. After application, the glaze undergoes a firing process, resulting in a ceramic tile with the desired properties. The formulation includes a mix of frits, inorganic pigments, raw materials, semi-finished products, and additives. When fired, the mixture melts and, upon cooling, forms a compact, predominantly vitreous structure that is water-insoluble, physically resistant, and chemically resistant. The glaze also enhances the aesthetic and decorative qualities of the support. Liquid-based glazes, often referred to as slips, are produced through wet milling and must possess specific rheological properties for application. The water-to-solid ratio is determined by the intended use, and these glazes are supplied ready for application on ceramic supports or for further processing.",The International EPD® System,,https://www.environdec.com/library/epd15444,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:45:29.924018,
175,1819172751160774656,937480ef-b72b-4d37-bc4a-2632ff5916fb,Cânhamor ECOblock 12（大麻块）,Cânhamor ECOblock 12 (Hemp block),kg,2024-07-15,2024-07-15,2029-07-14,Portugal,,"Description: Prefabricated hemp blocks with 12 cm width for interior walls, roofs, floors, and insulation of existing interior and exterior walls. a With 8 mm adhesive mortar; b With 2 cm plaster.",The International EPD® System,,https://www.environdec.com/library/epd9475,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:45:57.129134,
176,1819172837269835776,328c09de-b975-4f78-9a9e-7e1919974f33,熔块（玻璃熔块）、熔块（预制颜料、不透明剂和预制色素）,"Frits (Glass Frit), Frits (Prepared Pigments, Opacifiers, and Prepared Colours)",kg,2024-07-19,2024-07-19,2029-07-11,,,"Description: Frits are vitreous inorganic substances, practically insoluble in water, which are obtained by melting, at high temperatures (>1500ºC), a mixture of raw materials which, in turn, can be of natural or synthetic origin. The molten mass is rapidly cooled with air or water, giving rise to a glassy mass called frit. Consequently, frits have a glassy structure, formed by structural units that do not repeat at regular distances. From the point of view of industrial processes for the manufacture of ceramic floor and wall tiles, frits are elaborated raw materials used to prepare engobes, glazes, and inks, providing a series of properties that improve the appearance and functionality of ceramic tiles. They provide properties such as wear resistance, impermeability, hardness, and the ability to create a decorative surface. The uses and applications for which frits are intended cover a wide range, from ceramic use (the most common) to more specific uses focused on industrial sectors such as the manufacture of flat and/or hollow glass, photovoltaic, medical, electronics, construction, automotive, galvanizing/glazing of metal surfaces, and traditional and artistic ceramics. The frits are supplied already mixed with the rest of the raw materials of the glazes and digital inkjet inks or as such in big bags.",The International EPD® System,,https://www.environdec.com/library/epd15440,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:46:17.659208,
177,1819173139452661760,164ddfa8-4d2b-4d81-b2be-b7f27105c8f5,阿尔法通用胶带，用于屋顶垫层、防潮层和防风层（GTIN 5712649413312，宽度 60 毫米/长度 25 米）,"alpha universal tape for roof underlay, vapour and wind barriers (GTIN 5712649413312, Width 60 mm / Length 25 m)",m²,2024-07-18,2024-07-18,2029-07-18,Europe,,"Description: Alpha universal tape is an adhesive tape specially developed for joining vapour barrier membranes, for airtight connections of all types of vapour barrier and airtight membranes, including roof underlays. It is designed for interior and exterior use for durable joints. The tape is flexible but not stretchy and can therefore be used for joints as well as for details in the waterproofing layer, for example, around rafters or joists. The tape can also be used on underlayments and wind barriers. It adheres strongly to polyethylene, polypropylene, wood, and aluminium sheets.",The International EPD® System,,https://www.environdec.com/library/epd12267,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:47:29.704980,
178,1819173389059887104,2893532d-3267-46bf-8171-12fd9fb1ead1,Cânhamor ECOblock 20（大麻块）,Cânhamor ECOblock 20 (Hemp block),kg,2024-07-15,2024-07-15,2029-07-14,Portugal,,"Description: Cânhamor is the first hemp block manufacturer in the Iberian Peninsula. Our mission is to revolutionize conventional materials and methods. We make hemp blocks from natural and sustainable materials that are significantly easier and faster to work with and provide an ecological, highly insulated and durable alternative. Our vision is to build with nature instead of exploiting it, creating a better future for ourselves and future generations.

Product description: Prefabricated hemp blocks with 20 cm width for exterior walls, dividing walls for apartments, offices and workshops, and exterior walls for residential dwellings. a With 8 mm adhesive mortar; b With 2 cm plaster.",The International EPD® System,,https://www.environdec.com/library/epd14158,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:48:29.216374,
179,1819173526352039936,607b5b08-bf58-4a84-bc2b-120f779c3b47,RAW 全年保鲜袋（580 毫升铝箔管），RAW 全年保鲜袋（300 毫升盒装）,"RAW AllYear folieklæber(580 ml foil tube), RAW AllYear folieklæber(300 ml cartridge)",kg,2024-07-18,2024-07-18,2029-07-18,Europe,,"Description: The RAW All-Year folieklæber is a 1-component dispersion adhesive based on acrylic acid copolymer and ethanol (15%). It is suitable for airtight connections of vapor control and air-sealing membranes of all types. Available in 580 ml foil tube or 300 ml cartridge formats. This adhesive has exceptionally high cohesion while remaining elastic, providing security and longevity to joints due to its outstanding adhesion to building materials. Made from age-resistant acrylic acid copolymer without plasticizers or halogenated compounds, it cannot become dry or brittle. Contains denatured alcohol (15%) allowing deep penetration into materials ensuring strong adhesion. Suitable for use all year round with processing temperatures down to -10°C. Free from plasticizers and halogens.",The International EPD® System,,https://www.environdec.com/library/epd12266,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:49:01.949066,
180,1819173862072520704,6c43a59b-3291-487d-88d1-a27122496081,反岩 5 TF C1,ANTIROCK 5 TF C1,kg,2024-07-11,2024-07-11,2029-07-11,Worldwide,,"Description: The SOPREMA Group has been developing and diversifying its activities, worldwide, by including, over the years, additional operations to its traditional trade, waterproofing. By becoming the world leader in waterproofing solutions, the group is today a key player in the construction sector. SOPREMA was created in 1908 as an independent family group and now operates globally with 101 manufacturing plants, more than 100 subsidiaries, and over 4,000 distributors. The product, ANTIROCK 5 TF C1, is a membrane composed of elastomer modified bitumen and a composite polyester reinforcement. It is used as a single-layer waterproofing system, underneath asphalt concrete or mastic asphalt, for civil works and car parks. The upper surface is finished with talcum/sand and the overlap is protected by a thermofusible film. The lower surface is also protected by a thermofusible film. The membrane has a reference service life of 70 YEARS.",The International EPD® System,,https://www.environdec.com/library/epd13742,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:50:21.991174,
181,1819173923951087616,e1d4206c-e6ca-4a2a-b799-13f7668eecf7,干基釉料（CPA 20302150）,Drybased Glazes (CPA 20302150),kg,2024-07-19,2024-07-19,2029-07-11,,,"Description: The glaze is typically prepared in the form of an aqueous suspension that is applied onto the support (the part of the tile made of clay material). Subsequently, it is subjected to a firing process that results in the ceramic tile with the desired final properties. Glaze formulations typically include a mixture of frits, inorganic pigments, raw materials, semi-finished products, and additives. This mixture is applied as a thin layer onto the ceramic support. Upon firing, it melts and upon cooling forms a compact mass with a predominantly vitreous structure, insoluble in water, physically resistant, and resistant to the chemical agents it will encounter during its use. Additionally, it adds aesthetic and decorative elements to the support on which it is applied. The dry-based glazes are the result of the dosing mainly of frits, pigments, raw materials, semi-finished products, and additives. The dosing of the different elements that constitute glazes will be determined by the final properties expected after their subsequent application and firing. These can be delivered to customers in solid form in big bags for on-site milling or sent to other processes for wet milling or micronizing.",The International EPD® System,,https://www.environdec.com/library/epd15443,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:50:36.743981,
182,1819174491180371968,1850baa9-1fd8-4776-87e3-662877491ea4,阿尔法泡沫（310 毫升/盒装），阿尔法泡沫（600 毫升/箔管）,"alpha folieklæber(310 ml / cartridge), alpha folieklæber(600 ml / foil tube)",kg,2024-07-18,2024-07-18,2029-07-18,Europe,,"Description: The alpha folieklæber is an aging-resistant acrylic copolymer that comes in a 600 ml foil tube or 310 ml cartridge packaging. It is a foil adhesive designed for creating airtight joints, enabling a permanent airtight connection between the vapor barrier and adjacent building elements like rear walls, decks, and rafters. Based on an aqueous dispersion of acrylic acid copolymers, it does not contain ethanol. The adhesive is suitable for various types of vapor barriers, including PE, PA, PP, and aluminum foils, and adheres well to both smooth and rough surfaces such as wood, plaster, masonry, and concrete. It provides a strong, permanent bond with high elasticity and is solvent-free.",The International EPD® System,,https://www.environdec.com/library/epd12265,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:52:51.982304,
183,1819174888372572160,d6aae902-1bd2-40b3-9d3a-5d2fa409db23,WISA 涂覆云杉胶合板（UPM001CPR）,WISA Coated Spruce Plywood (UPM001CPR),m,2021-11-12,2021-11-12,2026-10-28,,,"Description: WISA- Plywood products are sustainable material for permanent buildings and infrastructure. Panels are strong, stiff and lightweight and hence suitable for multiple different uses in building and construction applications, such as roofing, flooring, and wall sheeting.",The International EPD® System,,https://www.environdec.com/library/epd5046,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:54:26.680729,
184,1819175094732328960,dfa55d80-cf4a-481c-b4f4-14d34e72d37e,AC11 Surf Ofita R20 Temp (CPC 3794)、AC16 Surf Ofita R20 Temp (CPC 3794),"AC11 Surf Ofita R20 Temp (CPC 3794), AC16 Surf Ofita R20 Temp (CPC 3794)",kg,,,,,,"Description: The products analyzed are temperate bituminous asphalt mixtures. A bituminous asphalt mixture is defined as the combination of a hydrocarbon binder, aggregates (including mineral dust) and possibly additives, so that all the aggregate particles are covered by a homogeneous film of binder. It is called temperate because the mixture reaches 95 ºC during production. The general product name is AC Surf Ofita Eco RA Temperate, available in 2 variations: AC11 Surf Ofita R20 Temp and AC16 Surf Ofita R20 Temp. The mixture complies with UNE-EN 13108-1 and PG3 article 542. The declared unit is ""1000 kg of temperate mix asphalt AC Surf Ofita Eco RA"".",The International EPD® System,,https://www.environdec.com/library/epd15100,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:55:15.880513,
185,1819175202618216448,8864caf8-d4d5-4303-9824-28f4d2a1c140,"FATZER 钢丝绳(G86), FATZER 钢丝绳(G86), FATZER 钢丝绳(G86), FATZER 矿用钢丝绳(G86)","FATZER Steel Wire Ropes for Ropeways(G86), FATZER Steel Wire Ropes for Cableways(G86), FATZER Steel Wire Ropes for Mining(G86)",ton,2024-06-21,2024-06-21,2029-06-21,"None

The provided text does not specify a geographical scope for the product",,"Description: FATZER specializes in the production of top-quality ropes for around 190 years. The focus is on the development, manufacture, and sale of technically sophisticated ropes for ropeways, structures, and more. FATZER steel wire ropes are used in various applications including carrying-hauling ropes, hauling ropes, winch ropes, track ropes, and guide ropes for ropeways, cableways, conveyor belts, people mover, and mining shafts. The ropes are made from individual wires arranged in a helical order, specifically designed for a specific application and use. Fatzer ropeway ropes are made of round and profiled wire and are manufactured from high-tensile steel wire with alloy. The composition of the steel wire complies with EN 12385 and EN 12927 standards.",The International EPD® System,,https://www.environdec.com/library/epd9938,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:55:41.602248,
186,1819175486337716224,898bd0da-a2be-4069-9275-da21e8b490a3,"AC11 Surf Sid R20 Temp(CPC 3794), AC16 Surf Sid R20 Temp(CPC 3794)","AC11 Surf Sid R20 Temp(CPC 3794), AC16 Surf Sid R20 Temp(CPC 3794)",kg,,,,,,"Description: The products analyzed are temperate bituminous asphalt mixtures. A bituminous asphalt mixture is defined as the combination of a hydrocarbon binder, aggregates (including mineral dust) and possibly additives, so that all the aggregate particles are covered by a homogeneous film of binder. It is called temperate because the mixture reaches 95 ºC during production. The general product name is AC Surf Eco Temperate with 2 variations: AC11 Surf Sid R20 Temp and AC16 Surf Sid R20 Temp. The mixture complies with UNE-EN 13108-1 and with PG3 article 542. The code of the bituminous mixtures corresponds to ""CPC 3794 - Bituminous mixture based on natural and artificial stone materials and bitumen, natural asphalt or related substances as binder"". The declared unit is ""1000 kg of temperate mix asphalt AC Surf Eco "".",The International EPD® System,,https://www.environdec.com/library/epd15101,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:56:49.246786,
187,1819175992183361536,f596510f-ca6d-4273-94eb-3ed0df4bdb0f,"BBTM Eco Sid(CPC 3794), BBTM11A Sid(CPC 3794), BBTM11B Sid(CPC 3794)","BBTM Eco Sid(CPC 3794), BBTM11A Sid(CPC 3794), BBTM11B Sid(CPC 3794)",kg,,,,"None

The provided text does not specify any geographical scope for the product",,"Description: The products analyzed are hot bituminous asphalt mixtures. A bituminous asphalt mixture is defined as the combination of a hydrocarbon binder, aggregates (including mineral dust), and possibly additives, so that all the aggregate particles are covered by a homogeneous film of binder. It is called hot because the mixture reaches 175 ºC during production. The specific product is BBTM Eco Sid, available in two variations: BBTM11A Sid and BBTM11B Sid. These mixtures comply with UNE-EN 13108-2 and PG3 article 543. They fall under the code ""CPC 3794 - Bituminous mixture based on natural and artificial stone materials and bitumen, natural asphalt or related substances as binder"". The declared unit is ""1000 kg of hot mix asphalt BBTM Eco Sid.""",The International EPD® System,,https://www.environdec.com/library/epd15099,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:58:49.849717,
188,1819176088983703552,573fc1da-f60b-43fc-b11e-61b3abe638a8,热沥青混合料 BBTM11A Ofita（CPC 3794）,Hot Bituminous Asphalt Mixture BBTM11A Ofita (CPC 3794),kg,,,,,,"Description: The products analyzed are hot bituminous asphalt mixtures. A bituminous asphalt mixture is defined as the combination of a hydrocarbon binder, aggregates (including mineral dust), and possibly additives, so that all the aggregate particles are covered by a homogeneous film of binder. It is called hot because the mixture reaches 175 ºC during production. The specific product is named BBTM11A Ofita, complying with UNE-EN 13108-2 and PG3 article 543. The code of the bituminous mixtures corresponds to ""CPC 3794 - Bituminous mixture based on natural and artificial stone materials and bitumen, natural asphalt or related substances as binder"". The declared unit is ""1000 kg of hot mix asphalt BBTM Ofita"".",The International EPD® System,,https://www.environdec.com/library/epd15098,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:59:12.928797,
189,1819176298803761152,40cd26de-3b26-4e46-9e06-de3e11a758f6,带 PE 端部的优质弹性座式闸阀，用于水处理,Premium Resilient Seated Gate Valves with PE Ends for Water,kg,2024-07-04,2024-07-04,2029-07-04,Global,,"Description: AVK International’s resilient seated gate valves with PE ends for water are designed for underground installation, with their primary function being the facilitation of the distribution of water. The valves are part of the intermediate distribution system utilized in combination with the piping system. The valves within this study do not embody any motorized or electric components. AVK International’s valves require no maintenance or inspection once installed and are only assumed to need repair/replacement if exterior damage is inflicted upon them.",The International EPD® System,,https://www.environdec.com/library/epd15438,,EPD,3,4,,,,吴宇森,,,,2024-08-01 18:00:02.953103,
190,1819176784105705472,f7cd808f-a56f-4233-914b-ad2fc6f057c5,EVALASTIC V (12mm)、EVALASTIC V (13mm)、EVALASTIC V (15mm)、EVALASTIC VG (12mm)、EVALASTIC VGSK (15mm)、EVALASTIC VGSK (12mm),"EVALASTIC V (12mm), EVALASTIC V (13mm), EVALASTIC V (15mm), EVALASTIC VG (12mm), EVALASTIC VG (15mm), EVALASTIC VGSK (12mm), EVALASTIC VGSK (15mm)",m²,2024-06-27 (version 1.1),2024-06-27 (version 1.1),2029-02-28,,,"Description: The EVALASTIC® waterproofing membranes consist of ethylene-propylene-diene terpolymer (EPDM) and polypropylene (PP). This combination of materials results in a product with long-term performance, easy and fast installation, a single layer and homogeneous material quality, flawless flat roof waterproofing for decades, and bitumen compatibility. It also boasts practical experience of more than 35 years and is free of bitumen, plasticizers, and PVC. EVALASTIC® has proven its suitability for building and construction purposes over decades, providing high resistance to chemicals, low temperature flexibility, and weathering resistance. Due to the elastic properties.",The International EPD® System,,https://www.environdec.com/library/epd11688,,EPD,3,4,,,,吴宇森,,,,2024-08-01 18:01:58.658562,
191,1819176913671950336,c0606b66-806c-415d-8544-07fb3ce98f67,PPG SIGMAX SIGMAMEX RAPID (35110),PPG SIGMA SIGMATEX RAPID (35110),kg,2024-07-22,2024-07-22,2029-07-15,European Union Countries,,"Description: Water repellent finish for interiors, highly diffusive, very low environmental impact. Sigmatex Rapid allows direct application on plasterboard without the use of primer. Fast drying finish with application waiting time between the first and second layer of just 30 minutes. Eco-label product with also VOC emission report to be in line with LEED and CAM. High water vapor permeability class V1 according to EN 13300, Opacity class 2 and scrub resistance class 3 according to EN 13330.",The International EPD® System,,https://www.environdec.com/library/epd15149,,EPD,3,4,,,,吴宇森,,,,2024-08-01 18:02:29.549511,
192,1819177345957892096,311991d1-44c4-4c09-964f-6c97d2e1593f,WISA 涂覆桦木胶合板（UPM007CPR）,WISA Coated Birch Plywood (UPM007CPR),m,,,2028-10-25,Finland,,"Description: WISA® Plywood products are sustainable materials for permanent constructions and infrastructure. Panels are strong, stiff, and lightweight, making them suitable for multiple different uses in building and construction applications, such as roofing, flooring, and wall sheeting. As a permanent component of buildings or infrastructure, plywood boards are primarily used in dry indoor or moderately humid conditions, such as in roofing, flooring, and wall sheeting. According to research results and experience, glued timber products, such as plywood, have service life expectations similar to solid wood in dry and moderately humid conditions. If installed properly and moisture exposure is low or moderate, the service life of the plywood board is 100 years at minimum.",The International EPD® System,,https://www.environdec.com/library/epd10543,,EPD,3,4,,,,吴宇森,,,,2024-08-01 18:04:12.614508,
193,1819177667891695616,07fd0b55-0406-48e5-a55b-7ac2b542d348,踢脚板 WLK（白色和彩色变体）,Skirting Board WLK (WhiteColored Variants),kg,2024-06-28 (version 1.2),2024-06-28 (version 1.2),2029-01-18,,,"Description: This is a representative soft skirting board WLK, measured per one (1) linear meter and including its package, with an average weight of 0.131 kg. It consists of various sizes and colors/decors, with the white-colored variants being considered representative due to their high production volume in 2022 and prior years. The expected reference service life is 20 years, aligning with that of an equivalent floor covering and requiring no renewal before the floor covering if properly maintained. The analysis covers the system boundaries from cradle to gate, incorporating modules C1-C4, module D, and optional modules (A1-A3 + C + D and additional modules). Module A1-3 encompasses the processes from material provision to factory gate, including material transportation, energy consumption, emissions, and waste generation from production. Module A4 covers the transportation of the packaged goods to customers.",The International EPD® System,,https://www.environdec.com/library/epd11728,,EPD,3,4,,,,吴宇森,,,,2024-08-01 18:05:29.368947,
194,1819177982078619648,8a927dd5-d923-4af1-bafe-d843d29df22a,WISA 无涂层桦木胶合板（UPM007CPR）,WISA uncoated birch plywood (UPM007CPR),m,,,2028-10-25,Finland,,"Description: WISA® uncoated birch plywood is a range of plywood products manufactured at three mills in Finland and Estonia. This EPD (Environmental Product Declaration) represents the average composition and production of these plywood products. The plywood is suitable for multiple uses in building and construction applications such as roofing, flooring, and wall sheeting. It is a sustainable material that is strong, stiff, and lightweight. When used as a permanent component in dry indoor or moderately humid conditions, the plywood boards have a service life of at least 100 years if installed properly and with low or moderate moisture exposure.",The International EPD® System,,https://www.environdec.com/library/epd10542,,EPD,3,4,,,,吴宇森,,,,2024-08-01 18:06:44.277792,
195,1819178898294968320,822b9bf6-e463-4ba6-b34d-f97543132e76,Hygenius InfectionControl Furniture（亚克力实面 12 毫米台面，带集成式 50 毫米上架平前缘）,Hygenius InfectionControl Furniture(Acrylic Solid Surfacing 12mm Worktop with Integrated 50mm Upstand  Flat Front Edge),kg,2024-07-03,2024-07-03,2029-07-02,,,"Description: Hygenius is a designer and manufacturer of unique cabinetry, worksurfaces, and bespoke joinery that is unrivaled for risk reduction, infection control, longevity, and ease of installation. Hygenius furniture is safer to use and easier to keep clean than ordinary alternatives, thanks to numerous uniquely thoughtful design details. The exemplar installation assessed in this study comprised an acrylic solid surfacing 12mm worktop with an integrated 50mm upstand and flat front edge, designed for a standard clean utility room.",The International EPD® System,,https://www.environdec.com/library/epd3123,,EPD,3,4,,,,吴宇森,,,,2024-08-01 18:10:22.720379,
196,1819178944402952192,14fa08ba-f50a-447a-af31-1caae04a4a30,胶合砂浆,Glue Mortar,tonne,,,,,,,The International EPD® System,,https://www.environdec.com/library/epd13879,,EPD,3,4,,,,吴宇森,,,,2024-08-01 18:10:33.712965,
197,1819179105455837184,8830aa27-1783-48a2-97a8-3cfbb4f5f557,Temafloor PU 颜色(G86)、Temafloor PU 硬化剂(G33)、Temafloor PU 软化剂(G86)、Temafloor PU 软化剂颜色(G33)、Temafloor PU 软化剂硬化剂(G86)、Temafloor PUUV 颜色(G33)、Temafloor PUUV 硬化剂(G86)、Novofloor 2K 弹性颜色(G33)、Novofloor 2K 弹性硬化剂(G86),"Temafloor PU Color(G86), Temafloor PU Hardener(G33), Temafloor PU Flex(G86), Temafloor PU Flex Color(G33), Temafloor PU Flex Hardener(G86), Temafloor PUUV Color(G33), Temafloor PUUV Hardener(G86), Novofloor 2K Elastic Color(G33), Novofloor 2K Elastic Hardener(G86)",kg,2024-07-22,2024-07-22,2029-07-16,European Union Countries,,"Description: This product is a two-component, solvent-free polyurethane coating. It is recommended for use on concrete floors.",The International EPD® System,,https://www.environdec.com/library/epd15206,,EPD,3,4,,,,吴宇森,,,,2024-08-01 18:11:12.111232,
198,1819179882433875968,f4fce8c9-d3d8-4316-bab7-f1c3ea57fc1c,SCG 智能木板（非石棉水泥纤维产品）,SCG Smartwood Wood Plank (Fiber cement Product  Non Asbestos),kg,2024-06-05,2024-06-05,2029-06-04,Worldwide,,"Description: Fiber Cement for Exterior and Interior wall application. It is decorated with a surface that has wood texture and coloring. The product is intended as cladding for residential and commercial buildings, both new builds and renovations. They are installed as construction fixed to timber frame, steel frame, or masonry walls.",The International EPD® System,,https://www.environdec.com/library/epd13529,,EPD,3,4,,,,吴宇森,,,,2024-08-01 18:14:17.357607,
199,1819180113921708032,afd73f53-6e46-4e1c-9e38-2261ef56a0da,SCG Smartwood 木材替代品（非石棉纤维水泥制品）、,"SCG Smartwood Wood Substitute (Fiber cement Product NonAsbestos),",kg,2024-06-05,2024-06-05,2029-06-04,Thailand,,"Description: Siam Fibre Cement Group under the SCG corporate, a leading conglomerate in ASEAN, recognizes the importance of responsible business practices. It is elevating its operations by integrating sustainable development strategies in line with the United Nations’ Sustainable Development Goals (SDGs) through the “ESG 4 Plus” approach, emphasizing Net Zero – Go Green – Reduce Inequality – Enhance Collaboration Plus Trust through Transparency.

Product description: Fiber Cement Wood Substitute for Decorative intended as Cladding, Panel, Flooring Fascia, and other decorative functions. Product can be applied for exterior use. They are installed as construction fixed to timber frame, steel frame, or masonry walls.",The International EPD® System,,https://www.environdec.com/library/epd13530,,EPD,3,4,,,,吴宇森,,,,2024-08-01 18:15:12.548743,
